mfigueroa2;1;1.0
bcarrasco2;1;0.9790079738480937
mcastro2;1;0.9564861782018331
jhernandez2;1;0.9448341499276413
jmedina3;1;0.9404491813315875
lalvarado3;1;0.9362214576785494
molivares6;1;0.9317558110486812
mpizarro5;1;0.9299178219294902
asanchez4;1;0.9251388365665313
scardenas2;1;0.924257558906429
esaavedra;1;0.9213703482556498
mcastro3;1;0.9156796962786412
hgarrido;1;0.9128280235338808
vgutierrez;1;0.911548861709203
molivares5;1;0.9073676995674653
nmiranda;1;0.906277692280871
bsaavedra;1;0.9036873970865283
lbravo2;1;0.9023066218728937
bvaldes;1;0.898760728262412
osmith;1;0.8955715312372482
jalvarado3;1;0.8941316069383297
lgarcia2;1;0.8923845196870492
lsoto;1;0.8806274273784067
eflores;1;0.8768038916183539
mhernandez2;1;0.8757058105166495
aromero7;1;0.8747377074152505
asalinas2;1;0.874484527204566
cmolina;1;0.8728217700333446
svera5;1;0.8688264397725588
apaula19;1;0.8687324867517486
dleiva3;1;0.8673629030499372
sfuentes4;1;0.8670208962981538
sfarias;1;0.863904638625127
cdonoso2;1;0.8623823042974165
srivera2;1;0.8611231032523067
bgodoy;1;0.8592659752762632
bmoreno3;1;0.8575528630494778
lcampos4;1;0.8570680963714722
jgutierrez2;1;0.8549546244818926
mwong3;1;0.8538778687808651
tgomez;1;0.8508975641184706
agodoy;1;0.8505327733473979
pgodoy2;1;0.8501550236661757
msandoval2;1;0.848957310818519
vvenegas;1;0.848746790495724
bolivares;1;0.8483578281500798
lmartinez2;1;0.8479783446335081
mmedina2;1;0.847796938098269
lvaldes2;1;0.8477776546644608
jsaavedra3;1;0.8463384120586567
acarvajal4;1;0.8453904153056833
lgarrido2;1;0.84475627007551
mparra2;1;0.8446871498331381
sfuentes;1;0.8446828985467157
nhenriquez;1;0.8437755215269939
mlee4;1;0.8436962856807407
scampos;1;0.8428934599461008
igutierrez2;1;0.841032912263105
jriquelme2;1;0.8386212375682959
mmaldonado;1;0.8359790747936127
agallardo2;1;0.8356695854459953
lgonzalez2;1;0.8348601177387983
msaez6;1;0.8343679853674046
lgutierrez2;1;0.8337972027704394
mdiaz5;1;0.8321170940382979
dalvarez;1;0.8305273061827559
lvasquez6;1;0.8302883260367343
jgutierrez3;1;0.8291624483150932
efernandez;1;0.8289222244119907
ssandoval;1;0.8289025544528787
mcarvajal6;1;0.8288593321503531
rperez2;1;0.8282500017973191
afelipe34;1;0.8281593501899479
esaez4;1;0.8276550413498248
folivares2;1;0.8272273342133091
aguerrero3;1;0.8264266520462323
egutierrez;1;0.8254166756278276
jlee3;1;0.8247954582557051
jgonzalez2;1;0.8245413532474114
bramirez2;1;0.8234134605936709
jandres7;1;0.8231140479862633
avera5;1;0.8226911928355667
asalazar2;1;0.8217268653742374
atorres6;1;0.8209547154981617
acampbell3;1;0.8208735779210091
svera3;1;0.8204382648172088
falvarado4;1;0.8203414473566946
atapia3;1;0.820231488289928
bvaldes2;1;0.8195930285025975
mvargas;1;0.818636444452091
dbrown;1;0.8178075128232525
mlopez6;1;0.8173893535347414
efuentes2;1;0.8172562492304433
jgomez3;1;0.8148783253993963
aramirez;1;0.8148490131320492
afernandez;1;0.814827143367703
mbravo2;1;0.8141791403333111
ltapia;1;0.8138477214869402
lpoblete2;1;0.813370439312805
ivera;1;0.8102903640821818
gvaldes;1;0.8099241674009884
ajimenez2;1;0.8097621544430074
rriquelme4;1;0.8090721636502571
aruiz4;1;0.808271552292537
jsalazar;1;0.8078831590829972
cmiranda2;1;0.8059132948409243
lgomez2;1;0.805664420588312
mperez5;1;0.8046955558139804
bsanchez2;1;0.8046394804420244
rcampbell2;1;0.8042181969486193
mreyes4;1;0.8041238607929838
ftoro;1;0.8034850723102093
cvaldes3;1;0.8021751351542221
bvenegas;1;0.8004004196119532
vgodoy;1;0.7994893424999062
mcarrasco9;1;0.7993476296287514
lgodoy4;1;0.7979191922575254
ahenriquez3;1;0.7977442397809621
spizarro3;1;0.796830137996565
ljimenez3;1;0.7966942547936453
jaguilera3;1;0.796485152613328
ejara;1;0.7955595485211361
galarcon;1;0.7952633976161841
smorales6;1;0.7952547532339095
acontreras4;1;0.7951419964253985
bherrera3;1;0.7941404664639707
lnavarrete2;1;0.7928973281582662
flopez;1;0.7928673592011526
mvenegas4;1;0.7928507871034915
ewilliams;1;0.792596263917169
glopez;1;0.7925298513900672
dsaez;1;0.7925020486297778
ssanchez;1;0.7923186067314852
mcampbell3;1;0.7915485905049479
rpatel;1;0.7915019933164783
lgallardo;1;0.7911314682197182
dalejandro15;1;0.7905924177934118
iespinoza;1;0.7901797587796346
staylor;1;0.789179530829494
pgallardo;1;0.7889393597532116
hparra2;1;0.7888838061116037
mguzman;1;0.788866960773371
dwilson2;1;0.7885249265747427
ralarcon4;1;0.7880094973179776
jaravena3;1;0.7879092144066967
lbrown3;1;0.7878780488449988
hsalazar;1;0.7874104785724162
asaavedra;1;0.7872441180309322
rhenriquez;1;0.7867962306660342
msoto5;1;0.7861513234901581
tmartin;1;0.7850852075088319
djimenez;1;0.7848790711175863
lparedes;1;0.7843933961140456
ecastro2;1;0.7838299901508818
mbustamante3;1;0.7833309138766628
apatel3;1;0.7830183954716782
lfuentes3;1;0.7829912399664142
mflores3;1;0.7828162169979715
cvalenzuela2;1;0.7827750601922603
jjose31;1;0.7827619620695226
vjara;1;0.7827611839827883
mpoblete;1;0.7821673277850751
dmoreno2;1;0.7821115865241127
scastillo;1;0.781581554732956
vespinoza3;1;0.7814036049129957
bdonoso;1;0.781119686203508
vparra;1;0.7807023580901868
mguzman4;1;0.7806577926885587
cguzman2;1;0.7800874567163885
rmiranda;1;0.7800100800743109
brivera2;1;0.7799505949464764
mriquelme2;1;0.7794193814220453
lbustamante3;1;0.779328426373133
bespinoza3;1;0.7792393169797307
dcampos;1;0.7787361644890061
daravena2;1;0.7785532737248188
ipino;1;0.778219936263482
mcortes3;1;0.7781629762118865
inavarrete;1;0.7777270450262617
criquelme;1;0.777425872576662
lfernandez2;1;0.7770459142125752
agutierrez3;1;0.7766894517907292
dorellana2;1;0.7763793396192131
arojas5;1;0.7763298630801815
dalejandro21;1;0.7761940170876416
mparra5;1;0.7758000297529284
vfigueroa;1;0.7757249763192355
cjara;1;0.7756008037804419
llopez4;1;0.7753203688048851
fhenriquez;1;0.7751952305003472
rsan;1;0.7749666493462425
bramirez3;1;0.774802963547381
fsoto;1;0.7746603012449627
mcarrasco5;1;0.7745799630551934
tpatel;1;0.7743450513192914
raravena5;1;0.7740127162028736
lnavarrete;1;0.773919697002592
kfarias;1;0.7737020953804492
egomez;1;0.7732379418609104
sgodoy3;1;0.7724514628218194
tfarias;1;0.7722644742348019
fwong2;1;0.7717238664355807
mmoreno6;1;0.7716096738922539
sgonzalez7;1;0.7714418048930551
ajara4;1;0.7714227239173308
sparedes5;1;0.7713863290393116
bmiranda;1;0.7713529217713279
xpino;1;0.7711008303197471
ctorres2;1;0.7708821104643764
wwilson;1;0.7708303502865317
vvidal2;1;0.7708136386235567
varavena;1;0.7704287272928589
svalenzuela2;1;0.7704067884403081
msilva4;1;0.7702897163218599
apatel;1;0.7701622611105782
mvidal2;1;0.7701441705970683
ipizarro;1;0.7700468857408662
pnavarro2;1;0.7694860637342055
bvargas;1;0.7693147002951478
amartin3;1;0.7692998736514264
zaravena;1;0.7692971078617433
mbrown5;1;0.7691056172633247
fpalma;1;0.768831496241567
jparra6;1;0.7685045183733134
jgallardo2;1;0.7683290572128737
jflores2;1;0.7679389832231418
mcarrasco11;1;0.7674156871653265
nvasquez;1;0.7673181065955132
dleiva2;1;0.7671454611205477
volivares;1;0.7670581844020516
sthompson2;1;0.7669088599051381
ljara2;1;0.7668563137574058
despinoza3;1;0.7667918412636499
nwilliams;1;0.7665030254470312
sleiva2;1;0.7664769376135798
ccampos;1;0.7664448554672363
jcontreras3;1;0.765630016317186
lescobar2;1;0.7656115457509887
mpizarro4;1;0.7653753609889474
rrojas;1;0.7651662599374464
sthompson;1;0.7648478516562641
gpoblete2;1;0.7644384248579512
ssalazar4;1;0.7642829347029169
abravo5;1;0.7639984736588549
talvarado;1;0.7639317625460118
ataylor2;1;0.763875151820741
jalvarado5;1;0.7636874041620346
despinoza;1;0.7635667544061078
lruiz;1;0.7634293989914434
jalvarado2;1;0.7632877686824235
anavarrete3;1;0.7630472396124426
tpalma;1;0.7629270904097155
ajones6;1;0.7627846621714531
apatel5;1;0.7625426484462614
sherrera;1;0.7625181109212963
apaula29;1;0.7624252732237411
mlee;1;0.7616049430267184
ivargas2;1;0.7615875503539081
amolina3;1;0.7611290992961353
rbrown3;1;0.7611182365433452
spalma;1;0.760405398612335
mperez2;1;0.7596649778676215
acarrasco4;1;0.7595420416646779
lalvarado;1;0.7589896468578459
dalejandro53;1;0.7589552476260358
amaldonado7;1;0.7580780516993414
rtoro;1;0.7579419401499067
apino5;1;0.7574682885196309
efigueroa;1;0.7571790820270426
jmartinez2;1;0.7569714303334604
vcampbell;1;0.7567372408652304
aperez3;1;0.7566943085045612
aruiz3;1;0.7564693746745179
jwilson4;1;0.7563770687521951
aorellana2;1;0.7563048223637615
mguzman2;1;0.7559350315207315
rmaldonado3;1;0.7556864521623524
brojas2;1;0.75546679872005
bvergara;1;0.755354728710717
rparra;1;0.7552995793940234
jespinoza2;1;0.7551795643035242
vtoro2;1;0.7547114337954334
jmartin6;1;0.7545969993934218
lgarcia3;1;0.7544275415079176
tpizarro;1;0.754222061669075
amartin7;1;0.7537546614310603
jcontreras;1;0.7535804958644631
mpino3;1;0.7535776767584355
apaula27;1;0.7531588177316849
afigueroa4;1;0.7529302368024826
dwong2;1;0.7528666261290315
pwilson;1;0.7524279256904186
mjose21;1;0.7522931920127965
esanchez;1;0.7519134845056539
jandres18;1;0.7516536998675836
msilva5;1;0.7515533988461779
cparedes2;1;0.7513793812808693
mmedina4;1;0.7507930091517933
rtorres2;1;0.7506790154084843
mtorres3;1;0.750032272869469
palvarez;1;0.7496684452463068
vromero;1;0.7495937232032936
wgarcia;1;0.7494252672655737
lsandoval6;1;0.7493461158091125
rmolina3;1;0.7493213903524097
jguerrero;1;0.7489444496605717
mrivera2;1;0.7489207863841125
mtorres4;1;0.7488082158963187
mlagos;1;0.7484422953840334
phernandez;1;0.7483865720269033
lortiz5;1;0.7479830711631649
mvenegas2;1;0.7471977445798015
hmartinez;1;0.7468490349671458
jdavid2;1;0.746786299981599
athompson;1;0.74656326177623
jsan2;1;0.746474172516122
wromero;1;0.7462257335981276
tescobar;1;0.7461889346306243
ereyes;1;0.7461273299175909
jjose14;1;0.7457722261770997
sguerrero;1;0.7457112923874757
vtoro3;1;0.7455657791576361
ejimenez;1;0.745275674924753
emolina;1;0.7452502561489295
eguerrero2;1;0.7450962677341019
jflores6;1;0.7449604233510349
dfarias;1;0.7448195788916557
alopez;1;0.7446988147660175
acampos2;1;0.7446444138802004
dguzman;1;0.7446436269203948
aparra2;1;0.744548943796049
jsilva3;1;0.7442484187823967
torellana;1;0.744096142522137
sgutierrez3;1;0.743879236755548
vorellana;1;0.7434396950054547
fthompson4;1;0.743298394838071
mriquelme3;1;0.7432315604198535
laraya2;1;0.7429677978305586
zgodoy;1;0.7424085640745414
asmith4;1;0.7423996230450693
sgodoy4;1;0.742337208971658
jdavid15;1;0.7423177273262183
asalazar4;1;0.7420355989308279
enavarrete;1;0.7418279341837252
rherrera;1;0.7417323619609341
dtoro;1;0.7416693903497992
lreyes2;1;0.7415897866130196
msmith4;1;0.7413359222989141
jlee2;1;0.7412392151008106
jcortes3;1;0.74093066124399
ibustos2;1;0.740295917239332
maravena2;1;0.740038034173378
fsaez;1;0.7396886352448635
lpizarro;1;0.7396606727488995
ssepulveda;1;0.739495253165231
mmiranda8;1;0.7392980996372427
rjones5;1;0.7391536866841357
mcampbell;1;0.7385513140794131
vsanhueza;1;0.7385106538746061
solivares4;1;0.7383331526999997
osanchez;1;0.7382536066575857
mjose3;1;0.7382523861051634
jreyes;1;0.738214442079543
gpoblete;1;0.7380356557393172
rsan2;1;0.7378302827646953
sgomez;1;0.7377734574812268
mpatel;1;0.7376874798144908
nlagos;1;0.7376256331298233
lsaez;1;0.7373445267170345
lsanhueza;1;0.7371184263405878
lguerrero3;1;0.7367879794416223
gbustamante2;1;0.7367793490998081
earaya2;1;0.7364707562984097
llopez;1;0.7364613053352959
saguilera3;1;0.7363121267199948
gfigueroa;1;0.7362273221485223
awong4;1;0.735963002953553
lvera2;1;0.735951176525745
lgodoy2;1;0.7358687206694644
sgallardo;1;0.7357706554460794
cdiaz;1;0.7356966660599134
evargas2;1;0.7354769470367845
dalejandro46;1;0.7354190595972744
dsaavedra2;1;0.735267168047721
sgodoy5;1;0.7352666838285142
lrodriguez3;1;0.735067876927332
etorres3;1;0.734900095236335
gmartinez;1;0.734787403508555
atorres2;1;0.7347813828051165
vcarrasco;1;0.7344886754549678
zmartin;1;0.7344423956874673
lvargas3;1;0.734169224705885
aflores9;1;0.7341072140075982
jvaldes;1;0.7339975125496543
jlagos2;1;0.7339812192673701
scontreras4;1;0.7338778808190312
mmedina5;1;0.7336393181907571
frivera;1;0.7333709763561349
gbustos;1;0.7332860555733832
jleiva3;1;0.7329478781597345
ssoto;1;0.7329294736760429
mnavarro3;1;0.7328273785005499
kpalma;1;0.7327706929298827
dgutierrez;1;0.7327099485738348
gnavarrete;1;0.7323418410773054
ssan;1;0.7320626625773065
rbustamante2;1;0.7316813486396048
omiranda;1;0.7313218455995298
mmoreno8;1;0.7310768522150185
dalarcon2;1;0.730922466622314
vguerrero3;1;0.7308581964905249
sfarias4;1;0.7307326931697115
jdiaz2;1;0.7307136865506136
djara3;1;0.7306848141828506
mjose26;1;0.7305989898018886
tbustamante2;1;0.7305292030612089
cgomez;1;0.7305122240423738
ewilliams2;1;0.7303946054671522
lpalma3;1;0.7299513350262025
amartinez5;1;0.7297532914359465
rreyes3;1;0.7297386567519591
npino2;1;0.7294562995254269
bgarrido2;1;0.7294089054644352
dgarcia;1;0.7292472284526137
vvera;1;0.7292425047248817
acampbell;1;0.7290908478757316
apoblete6;1;0.7290726232995949
rramirez;1;0.7289622541308218
phenriquez;1;0.7288053124208086
cperez2;1;0.7286246102502074
isalazar;1;0.728403944962466
rtorres4;1;0.7278091044750262
mjose6;2;0.7277479081827979
lfuentes;2;0.7273647092770708
jandres20;2;0.7273286854805839
zwilson;2;0.7271754483338552
msilva3;2;0.7271093386783496
vpizarro;2;0.7270427915476957
amoreno2;2;0.7269596390677636
icastro2;2;0.7267786732693499
jolivares;2;0.7267464606371743
htapia;2;0.7267275159370278
respinoza;2;0.7266829152996084
esoto;2;0.7264653178004448
jgarcia3;2;0.7262985907160746
rvidal;2;0.7261902255431585
itaylor;2;0.7259965288855637
slopez;2;0.7259025966837965
lrivera;2;0.7258229973845597
brojas3;2;0.7257597161204601
lvenegas3;2;0.7256987734592532
sescobar;2;0.7256715552977794
iflores2;2;0.7256712723790494
jnavarrete2;2;0.7255732874975996
ccastro2;2;0.7255670066421821
jaraya;2;0.7254802457500705
ralvarez3;2;0.7254305824449979
gromero2;2;0.7253770262268263
rbrown2;2;0.7253332964053837
jguzman2;2;0.725284636978709
dsalinas2;2;0.7251939281422755
jortega5;2;0.7251272242681959
llagos2;2;0.7245726565923073
mfarias5;2;0.7243681037798237
spizarro;2;0.7241693757033117
gtapia;2;0.7240156543915445
mgarrido2;2;0.7239377225777377
fjara2;2;0.7237365036148238
daguilera;2;0.7237278419024465
avega2;2;0.7236485346161614
dsoto2;2;0.7236348769035473
cvaldes2;2;0.7234881487573747
sparedes2;2;0.7232047999291865
pmedina;2;0.722938599296613
jdavid25;2;0.7227754536446874
lcarrasco2;2;0.7225401813292365
ssaez4;2;0.7222407962788484
aolivares2;2;0.7221096144110357
apatel2;2;0.7218132850738112
jortiz2;2;0.721813054630592
afernandez3;2;0.7216553731921301
smaldonado2;2;0.7214829384328736
mjose18;2;0.7214795616156319
jdavid9;2;0.7213325068489215
asaez2;2;0.7212535393227919
bgarrido;2;0.7212384881107274
agutierrez4;2;0.7208166966102711
bromero3;2;0.7207905356175315
osilva;2;0.7205384720017923
ssan2;2;0.7204409928788736
hvera2;2;0.7204310658240066
jsandoval2;2;0.7202692767758316
fmaldonado2;2;0.7200799318080752
ipatel2;2;0.7199783873440259
iperez;2;0.7198501061315917
rrivera;2;0.7197882891879956
hgomez2;2;0.7196874767425521
dgomez;2;0.7194358941894342
dalejandro4;2;0.7192547334468221
asalazar;2;0.719122162627463
laguilera3;2;0.7190589739018625
ftapia2;2;0.7188850202099781
eguzman;2;0.7188573536477462
jcampos4;2;0.7188431004681078
jlee4;2;0.7188380637475971
gvera;2;0.7188252939915588
jsaez;2;0.7188055451578734
acaceres3;2;0.7185939971469624
jfarias2;2;0.7185878281734434
valvarado2;2;0.7183052948189828
bpoblete4;2;0.7182559039990557
epino;2;0.7179458080640602
tpino;2;0.7178595476040877
atorres5;2;0.7178255798650992
scarrasco6;2;0.7176038098450945
fmedina;2;0.7172404903705838
tbravo;2;0.7170672516962443
apaula17;2;0.7169351431593494
aromero2;2;0.7167807112073158
mcarrasco8;2;0.7165825022142083
lramirez;2;0.7163696543866704
bparra2;2;0.716226227105677
mhenriquez3;2;0.7161888207568252
dalejandro13;2;0.715979851207491
dmaldonado;2;0.7159796792123181
isanchez;2;0.7159076041995387
evera4;2;0.7158819658685771
hpino;2;0.715714572461364
bsanchez3;2;0.7157129815409324
rwong2;2;0.7155428517972762
aaguilera;2;0.7155222702570267
jmaldonado2;2;0.7153533605206147
smolina3;2;0.7149221463072908
pvasquez;2;0.7149065733078909
zfigueroa;2;0.714847581655789
grojas;2;0.7148425484032815
ecampbell;2;0.714640372080733
jdavid7;2;0.7144630427239772
ssoto3;2;0.7141552908997173
jjose7;2;0.7139252444385145
lvera5;2;0.7138177582281648
asaez;2;0.7137396745978218
aescobar2;2;0.7136296550031889
irodriguez;2;0.7136231549309432
ktaylor;2;0.7134876560120513
bcortes;2;0.713405537622623
nsalinas;2;0.7129617959885444
vwilliams2;2;0.7128579737949912
vcortes2;2;0.7127954144600067
aleiva3;2;0.712701473329891
jriquelme;2;0.7125460703520936
msalinas2;2;0.7124741161567977
evaldes;2;0.7124690444844648
spatel2;2;0.7124631425792157
xnavarrete;2;0.7123117950514287
rsmith;2;0.7122579915140166
jtapia3;2;0.7122413171253572
jmolina5;2;0.7120102276159569
nfigueroa;2;0.7118384065365082
bcarrasco3;2;0.7118109747183627
lsalinas2;2;0.7117929967205865
dalarcon3;2;0.7117055527943384
rsoto;2;0.7116441323051218
mmolina9;2;0.7113783093254556
